AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp
-0.63067853,-0.018778443,1.1798668,0.020922136,-0.06169739,-0.028176159,NORMAL,3581720
-0.030500889,0.30376703,-0.12136555,0.007483099,-0.007941248,-0.03611741,NORMAL,3581721
-1.289685,-0.115615636,-0.6661215,0.022143865,0.0012217305,-0.022678372,NORMAL,3581721
-0.30338907,-0.110931456,0.75951385,0.026419923,0.08735373,-0.07460192,NORMAL,3581722
0.609426,0.66215885,0.17702007,-0.026725354,0.0842994,-0.11797335,NORMAL,3581722
1.2453699,0.24906662,0.6554985,-0.022449298,0.002443461,-0.11552989,NORMAL,3581723
-0.56093645,-0.30215263,0.0718565,-0.013286319,0.014660766,-0.09292787,NORMAL,3581724
-0.3489778,-0.13491347,-0.4414673,-0.02367103,0.051923547,-0.04100433,NORMAL,3581724
-0.9998747,0.10331097,0.87223244,-0.012675454,-0.019547688,0.03718642,NORMAL,3581725
-0.37709296,-0.07718876,-1.2471294,0.0025961774,-0.03970624,0.025579982,NORMAL,3581725
0.1658454,1.0683217,0.50558186,-0.020005837,-0.030543262,0.0182496,NORMAL,3581726
-0.50528693,-0.502498,0.50565624,0.03680463,-0.007330383,0.018860465,NORMAL,3581726
0.54552734,0.3603191,0.1132288,0.058184914,0.04642576,0.05062546,NORMAL,3581727
0.56569004,0.19770347,0.19758415,-0.00290161,0.462425,0.0603993,NORMAL,3581727
-0.19473088,0.060111776,-0.48773098,0.02031127,-0.08124508,0.093386024,NORMAL,3581728
-0.89525217,0.8138418,1.3427591,-0.01572978,-0.06169739,0.11537717,NORMAL,3581728
-1.1076754,0.102330625,-1.8241887,0.059406646,0.03359759,0.0463494,NORMAL,3581729
-0.16928744,-0.64861035,-1.5360737,-0.023060163,0.05375614,0.097662084,NORMAL,3581729
-0.36941272,-1.0454613,-0.28684807,0.036193766,0.029321533,0.058566704,NORMAL,3581730
-0.18624103,0.15898281,-0.6796293,0.027030786,0.028099801,0.03596469,NORMAL,3581731
0.5912616,1.1605201,-0.3608141,-0.0016798794,-0.051923547,0.029245174,NORMAL,3581731
0.30055654,0.8744776,-0.088121414,0.069791354,-0.03176499,0.015195273,NORMAL,3581732
0.5082655,0.84723324,-0.53090954,-0.0065668016,0.14660765,0.05673411,NORMAL,3581732
0.46527594,0.9880246,0.1904707,0.020922136,-0.0842994,-0.025121834,NORMAL,3581733
1.6348356,0.8233796,2.6128063,-0.048716504,-0.059864793,0.0011453723,NORMAL,3581733
0.27278423,-0.86840117,-0.07423782,0.03924809,0.007330383,0.007254025,NORMAL,3581734
0.14330971,0.3106379,0.2801876,0.0759,-0.12522738,0.012751812,NORMAL,3581734
0.22151637,-0.1322175,0.4552679,-0.039553523,0.09773844,0.070173144,NORMAL,3581735
-0.87528354,-1.0349618,0.5895767,0.03191771,0.017104227,0.03352123,NORMAL,3581735
-0.52453035,-0.3676846,0.3343525,0.052687127,-0.016493361,0.027412578,NORMAL,3581736
-1.1108165,-0.2950815,-1.0536289,0.06612616,-0.013439035,0.04512767,NORMAL,3581736
0.11844677,0.29510713,0.58346844,0.02031127,0.06536258,0.083001316,NORMAL,3581737
-0.94268507,-0.82256925,-0.8420906,0.120493166,0.0012217305,-0.0037415496,NORMAL,3581738
0.94948334,-0.252551,-0.29472733,0.044745877,0.03848451,0.056123246,NORMAL,3581738
-0.82633543,-2.0553443,0.0899601,-0.016340645,-0.008552114,0.04757113,NORMAL,3581739
-0.44769895,-0.23048991,0.4830513,-0.05787948,0.05009095,0.0035888334,NORMAL,3581739
-0.5651398,0.64710504,0.51699543,1.5271631E-4,0.004276057,-0.023289237,NORMAL,3581740
0.024288774,-0.37834877,-0.60439396,0.03680463,0.02443461,-0.06421721,NORMAL,3581740
-0.8651426,-0.38633198,-0.55102444,0.010537425,0.004276057,0.017027868,NORMAL,3581741
0.6980934,0.26479465,-1.7547369,-0.009010263,0.0720821,-0.08987355,NORMAL,3581741
0.40509462,-0.8195543,-0.35784435,0.02397646,-0.10751228,-0.11980595,NORMAL,3581742
0.21581864,0.22475779,-1.1652632,-0.122020334,-0.29932398,-0.22059871,NORMAL,3581742
0.7551739,1.2963527,0.66586876,-0.0627664,0.19914207,-0.070936725,NORMAL,3581743
-0.21097851,1.525346,0.14922905,-0.035888333,-0.08979719,-0.091095276,NORMAL,3581743
-0.114616156,0.07744706,-1.0385275,0.041691553,-0.11911872,-0.036728274,NORMAL,3581744
0.3717258,0.83368415,1.327487,-0.04016439,0.05009095,-0.014126259,NORMAL,3581745
-1.2199274,-0.11093432,1.485364,0.022143865,0.009773844,0.034132097,NORMAL,3581745
-0.56600654,1.1734192,-0.20428085,0.018478673,-0.053145275,-0.0031306844,NORMAL,3581746
-0.49220324,0.49415994,0.85974884,-0.02367103,0.05375614,0.046960264,NORMAL,3581746
-0.4524958,0.18226802,-1.2338619,-0.0035124752,-0.040317107,-0.0129045285,NORMAL,3581747
-0.03872633,1.104155,0.856987,-0.0041233404,0.049480084,-0.0012980887,NORMAL,3581747
0.5362265,-0.55118215,-0.8278637,-0.01817324,-0.08002335,-0.09231701,NORMAL,3581748
1.5162001,-0.6167873,1.0262117,-0.14523321,-0.04642576,-0.17478381,NORMAL,3581748
1.1926036,-0.30191213,-1.8018489,0.08323039,-0.093462385,-0.0092393365,NORMAL,3581749
-0.111887455,-0.46296084,-1.6604362,-0.023060163,0.20219639,0.05673411,NORMAL,3581749
-0.7728926,-0.437751,1.5766926,-0.07803804,-0.059253927,0.049403727,NORMAL,3581750
-1.6802438,-0.9497519,-0.7764807,-0.020616703,-0.03359759,0.053679783,NORMAL,3581751
-0.43703926,-0.30933052,-0.13240242,-0.06887506,-0.044593163,0.017027868,NORMAL,3581751
0.025582075,0.39271176,-1.7587295,-0.04505131,0.12461651,0.037797287,NORMAL,3581752
-0.041906357,0.7844308,3.5297337,-0.053603426,0.18203785,0.022525655,NORMAL,3581752
-0.44848144,0.6266706,-1.01122,0.012370021,-0.051923547,-0.039171733,NORMAL,3581753
0.3257618,0.28647316,0.06993866,0.0025961774,0.1020145,-0.025732698,NORMAL,3581753
0.21991014,0.44876638,-0.41668797,-0.0010690142,-0.07269296,-0.017180584,NORMAL,3581754
-0.7502197,-0.25288218,-0.22727203,-0.07315111,0.07513642,-0.050778173,NORMAL,3581754
0.45788026,-0.13255823,0.4550438,0.09850202,-0.06047566,-0.14851661,NORMAL,3581755
-0.86898947,-0.39067304,-0.4247551,0.021533,-0.06658431,-0.10086913,NORMAL,3581755
-0.1644237,0.11209062,-0.5674658,0.033750303,-0.015271631,-0.072158456,NORMAL,3581756
0.12945437,-0.2682078,0.73834133,0.063682705,0.023823744,-0.06666067,NORMAL,3581756
0.8975003,0.10565305,0.37861252,-0.024892759,-0.005497787,-0.05749769,NORMAL,3581757
-0.11232734,0.08000988,0.900671,-0.024281893,0.002443461,-0.038560867,NORMAL,3581758
0.36923146,0.13370782,0.36629963,-0.069485925,-0.058643065,0.0023671028,NORMAL,3581758
-0.04753065,-0.90254694,0.44817734,0.024587326,0.045814894,-0.03611741,NORMAL,3581759
-1.434068,-0.23500597,-0.18689156,-0.012064588,-0.0036651916,0.014584408,NORMAL,3581759
-0.719424,-0.31265676,-0.8474846,0.04352415,-0.18570304,0.036575556,NORMAL,3581760
-0.02423501,0.7194964,0.18443394,0.046578474,0.023823744,0.037797287,NORMAL,3581760
-2.003489,-1.4315805,2.2115784,-0.038331795,0.013439035,0.026190847,NORMAL,3581761
0.59080505,-0.81345344,1.5862103,0.02275473,0.009162978,0.01947133,NORMAL,3581761
-0.38942766,-0.8579493,0.27922153,-0.0041233404,0.034208454,0.051236324,NORMAL,3581762
-1.1717485,-1.6960604,0.3665352,-0.03894266,-0.03176499,0.093386024,NORMAL,3581762
-0.93708,-0.89317477,0.15616226,0.03436117,0.07147124,0.17402023,NORMAL,3581763
-2.6852078,-0.235533,0.9222088,0.06001751,0.0018325958,0.14164437,NORMAL,3581763
-2.099313,-0.9967143,-0.11741924,0.020922136,0.08735373,0.20578523,NORMAL,3581764
-2.6120398,-0.025721729,-0.7405453,0.10094548,0.009162978,0.12454015,NORMAL,3581765
-0.7398677,1.3327417,0.316288,0.08445212,-0.02321288,0.11110111,NORMAL,3581765
-1.1883842,-1.438625,0.029187202,0.0917825,-0.12461651,0.070173144,NORMAL,3581766
-1.26089,-0.1453346,0.37160873,0.02275473,-0.020158553,0.04085161,NORMAL,3581766
0.3511001,0.10805577,0.96119785,0.023365596,0.02321288,-0.0031306844,NORMAL,3581767
-0.4742744,-1.3817658,-1.1478577,0.0050396384,0.022602014,0.041462477,NORMAL,3581767
0.26002562,2.7709599,2.0762053,-0.030390546,0.053145275,-0.022067508,NORMAL,3581768
0.43747294,-0.53117573,-2.804398,-0.020005837,-0.11056661,0.013362677,NORMAL,3581768
1.1599375,-0.07919885,-0.8431816,0.027641652,0.01282817,0.041462477,NORMAL,3581769
-0.0811069,-1.4759502,-1.6136904,0.024587326,0.004276057,0.034132097,NORMAL,3581769
-1.1152251,0.61241245,1.9047852,-0.06582073,0.017104227,0.04024075,NORMAL,3581770
0.06557977,-0.18764496,-1.1468163,0.04352415,0.08368854,0.053679783,NORMAL,3581770
-1.1231012,-0.59272027,-0.14233017,-0.035277467,-0.021380283,-0.0025198192,NORMAL,3581771
1.0234836,0.9024394,-0.17984295,0.0038179078,-0.027488936,0.0017562376,NORMAL,3581772
0.005556345,-0.07067929,0.57001305,-0.031001411,-0.01282817,0.02985604,NORMAL,3581772
0.0123307705,0.048851274,0.5468197,-0.022449298,-0.009162978,-0.0019089539,NORMAL,3581773
-0.07141042,0.2701403,0.5616617,0.018478673,0.02076942,0.0011453723,NORMAL,3581773
0.73912287,0.43837807,0.19689083,0.022143865,0.0018325958,0.02313652,NORMAL,3581774
0.12841725,-0.80596346,0.17331123,-0.015118915,-0.05009095,-0.01779145,NORMAL,3581774
-0.38435006,-0.7979759,-0.7013798,-0.015118915,0.026267206,0.027412578,NORMAL,3581775
0.56799436,-0.7635671,0.5392113,-0.0010690142,-0.0012217305,0.008475755,NORMAL,3581775
-0.30801678,0.29713914,-0.25716782,-0.031001411,0.08735373,0.0139735425,NORMAL,3581776
-0.07703292,-0.29111025,-0.104579926,0.008093964,0.16737708,0.0182496,NORMAL,3581776
-0.36783028,-0.111059666,0.5339279,-0.019394971,-0.05131268,-0.050167307,NORMAL,3581777
0.62327254,-0.26485637,0.58876324,-0.02367103,-0.03726278,-0.0031306844,NORMAL,3581778
0.073449254,-0.7440124,0.2540903,0.023365596,-0.045814894,-0.032452215,NORMAL,3581778
0.4740256,0.541974,0.82694054,0.027641652,0.20647246,0.01947133,NORMAL,3581779
-0.11017203,-0.6860788,1.26155,0.011148291,0.028710667,-0.028176159,NORMAL,3581779
0.30949104,0.32975072,0.5228138,-0.009010263,-0.004886922,-0.013515393,NORMAL,3581780
-1.0162668,-0.20013869,0.2120018,0.038026363,-0.018936822,-0.022678372,NORMAL,3581780
0.90842676,-0.35964292,1.4169226,-0.050549097,-0.070249505,-0.04772385,NORMAL,3581781
-0.099675655,-0.04836425,-0.19143581,-0.07620544,-0.059864793,0.007254025,NORMAL,3581781
-0.1801846,-0.3898878,-0.9060259,-0.087201014,-0.049480084,-0.0067958757,NORMAL,3581782
