reviewId,app_name,content,sentiment_polarity,sentiment
1b19757c-8872-4fad-b86e-946071af2ec0,Shopee,pont posi facil compr variedad produt preç acess pont nega app chei bug muit trav cupom fret fak voc aplic cupom fret grátil ai vc escolh mei pag fret volt cobr diz pod us represent tremend perd temp maior entreg nacion sup demor,negative,anger
e42c0be7-9386-442c-a1f2-4eef4bd739ca,Shopee,gost compr compr bast algum ressalv vend daqu algum parec qu vend vez respond pergunt entreg quas sempr demor prefir compr chin barat vend atenci entreg rápid outr contin pen dá fic compr caus tax abus govern feder,positive,sadness
3298e443-fa24-4bd0-96fa-930171b333d2,Shopee,q gost compr shope quas problem compr quas sempr cheg perfeit últ dia entreg send conclu tend q ped devoluç reembols traz transtorn client hav err embal produt q cheg produt err faz reembols perc temp esper dinh assim gost preç baix descont fret melhor quest dar not,positive,sadness
efa65c3b-86af-48fd-9aa0-b37424ca2781,Shopee,gost porém sempr alg acontec dess vez consegu faz víde avali fot vão boa outr carreg problem aparelh pq consig faz víde outr app compr not entreg volt agiliz cheg ant praz mim sum import caus dess men not recom,positive,sadness
f6084bcf-dac4-4b67-aa79-9a51174c4967,Shopee,bom aplic porém fat sab vai feit entreg horr ant ver transport priv correi agor horr ter depend estr dem correi,negative,anger
208ed492-6416-46bd-9a28-53ff1b5069a1,Shopee,bom hoj dia apresent err serv falh carreg muit instabil imagin smartphon antig,negative,disgust
208ed492-6416-46bd-9a28-53ff1b5069a1_b,Shopee,real vend melhor signific obrig amo app,positive,happiness
81881c30-27ab-4023-9160-f47d5a2861c2,Shopee,gost compr shope plataform fácil mex norm boa promoç consider cupom vantaj espec loj parc proporcion fret grátil val compr part r ob vantag moment escrev avali aconselh verific prom cupom frequ melhor aproveit,positive,happiness
87e6cd11-3aca-4065-8827-1edf73045cda,Shopee,quest estrel porqu shope precis implement difer merc livr opç full vez agent precis urgent produt shopp falt respons dia vend coloc fot produt env outr client falt respeit precis mud log shopp relaç preç parabém cont preç q rival,positive,sadness
04272c67-f7dd-4c2e-a07f-bd059aede034,Shopee,fret cobr deix desej bom agor cert mercad barat fret sai x val mesm compens pen desist compr muit cois dia mê tip q anunc fret grátil pud faz únic compr ness cond decepcion,positive,sadness
ebb18b09-913f-4ce7-9862-cd5b2a560146,Shopee,arrum bug dá fic minut app pesso naveg app entr anúnci simil nad app tr tel vez congel congel conseg entr cois clic aparelh celul test tod android cas mesm cois cheg compr cois outr app ter pass shope melhor experi client x interfac funcional pfvr,negative,anger
69f94f22-499f-4135-9f94-0f6db3e9d03a,Shopee,cad vez melhor empat concorr falt logís junt tod pacot vend difer únic pacot entreg tud junt porqu vez compr vári objet pequen vend difer fic seman tod receb pacot mercadolivr opç receb tud únic entreg facilit vid term deix resolv outr cois esper entreg dur seman tod,positive,sadness
7a2b3085-1baa-49bb-b78f-68a0768a4159,Shopee,eh gost aplic ant lig aí faz compr pront torn client fiel shopp consig quer compr outr aplic bem fácil us clar defeit poss jog cim shopp transport cert descas client esper futur tod compr códig receb objet shopp trat sup rápid reembols satisfeit,positive,happiness
17428fc4-8f00-4c8c-8b38-b33b19219ea2,Shopee,produt preç bom gráf bem detalh fácel entend deix desej dem entreg compr send merc livr opç entreg dia dia seguint rest gost shopp,positive,sadness
bc607a6e-4f9a-4909-b8c1-f1c4229167dc,Shopee,bom aplic fácil uso fiz vár compr nel bom suport fácil pag lad ruim difícil ganh cupom descont shein conseg vári cupom melhor fic perfeit afinal ach compr entreg rápid shein enfim bom gost,positive,sadness
055745a3-ca70-42eb-96bc-70ab30c81989,Shopee,app melhor começ sugest produt vez pesquis alg sobr maqui aparec cois vibr outr cois ram sinal qu ver produt daquel tip jog tr cheg irrit,negative,anger
170312ea-6815-4114-9b26-cfe8e9a51f1a,Shopee,ap ruim entr tr pesquis compr produt coloc carr dem depend hor minut outr aplic compr tod rápid quest segund minut,negative,disgust
170312ea-6815-4114-9b26-cfe8e9a51f1a_b,Shopee,reavali bem melhor entr compr ap tant pesquis tud compr entreg perfeit,positive,happiness
98ea7089-fb2b-4717-b9b8-7fa838c58718,Shopee,relaç loj nunc problem agor serviç entreg shope simples horror entreg jog mercad cim portã deix terc péss experi serviç entreg coment muit gent send prejudic decepcion reclam vár vez continu,negative,disgust
8dadac95-8439-43d6-b213-bb20509eaead,Shopee,excel aplic apresent algum bug possu excel gam produt vari preç fornec maior nacion conf mai confort seguranç efetu ped ganh mai veloc entreg app continu cresc cad vez ajud muit gent através cust benefíci produt,positive,happiness
dbd3c76d-8c1f-4527-8435-0e208c47ccc9,Shopee,gost plataform compr app muit bug reinstal continu tend err const carreg págin faz desist compr muit vez frustr experi usu,negative,disgust
e34bb958-fc27-4373-ba84-d1c8350544e7,Shopee,shope quer fam maravilh descont verdad cupom funcion verdad hoj dia quas nenhum cupom fret grátil val mín funcion verdad vantaj us aliexpres amazon princip vantag prim merc livr,negative,anger
247ecf54-5885-4b6b-9988-172885f3f8a6,Shopee,shope mostr muit artist nacion ness períod tax bom sab loj br incr vend produt excel qual aind pen tax est acab liberdad compr talv term cert leig assunt shope vem recompens suport técn excel pesso carismá sempr resolv problem dúv,positive,happiness
c7140f14-ce6b-401e-8a67-4cfae0fa0a05,Shopee,compr bast temp pont corrig algum produt sel entreg grátil porém finaliz ped adic val entreg outr pont melhor própri aplic trav quas sempr,positive,sadness
51aaab4a-b2b3-4c6c-82c8-a4b70e611b72,Shopee,bom aplic compr agor deix desej decepcion poi sempr compr gost um temp cá vc tir cupom fret grátil coloc qualqu loj vend selecion compromiss client faz promoç compens volt cupom fret grátil val baix olh bem loj anunc produt mand outr sugest app favorit melhor,negative,disgust
b2b81bc7-07dd-493f-87c3-11e49e7ec18b,Shopee,fiz compr relógi abril funcion seman abr solicit reembols obedec tod pass devoluç produt hj realiz estorn compr cart crédit diss mes crédit volt insatisfeit polít devoluç reembols empr pass credibil pó vend merc livr acontec atend dão retorn sab fal,negative,anger
6b66f3a0-5f41-479f-abc1-ed7032abe766,Shopee,shope simples incr uso aplic regul faz compr onlin sempr impression variedad produt dispon ótim preç além diss experi compr suav conveni entreg rápid confi atend client excepc definitiv recom shope tod amig famili ótim trabalh equip shope,positive,happiness
63230c21-f8cb-45fa-8f4d-fc05bd06eae2,Shopee,possível acess centr vend aplic opç acess centr vend consig acess naveg centr vend possível ger etiquet envi ped falh grotesc shope muit bagunç aplic dev ter app exclus vend disponibiliz ferrament necessár shope tá aí pró vend cobr tax absurd entreg plataform traç,negative,anger
5a9bd1be-3161-4caa-8220-58399260adc8,Shopee,péss app chei cois faz sent nenhum difícil acompanh rot ped interfac ruim chei cor parac app divert crianç praz entreg nunc respeit ent resum estrel recom shoppe melhor merc livr use ano agor nad reclam merc livr vez melhor shoppe,negative,anger
b7476343-848f-4514-ad7b-1e67ab1a8584,Shopee,gost shope sempr algum cois difer útel lá únic cois agor legal compr internac fic par alfândeg muit vez val impost brasil mai preç produt fret compr nacion ótim,positive,sadness
7ac44b66-5ea1-4806-801a-0afe5a0ea22d,Shopee,bom dia experi compr final shpe ano marc dat quatr compr der problem real perd tent contat obtiv estorn val outr resarc sit perd gost recom sope sint plataform shopp bem melhor ant,positive,sadness
11689c95-9579-4b31-9b6d-8755f49d09ff,Shopee,bom sit compr faç vár compr algum mostr satisfatór sistem atend consum frac atend conseg resolv problem on lin equip fic respons atend posteri costum eficaz,positive,sadness
06521fde-1a55-4ea4-97df-99da5bb2d70d,Shopee,compr nad quebr estrag começ entreg cois jog chã toc interfon bat palm cas mto difícil faz entreg corret quint parec lix infeliz compr nad poi fiz dua reclam nad fiz vár entreg chã sempr notific entreg nad mud terc vez der formul preench serviç má qual,negative,anger
86bffebb-5270-4fb3-a4a7-99af0b57886b,Shopee,ótim app muit promoç princip fret grátil melhor tod fot víde compr avali torn fácil pro outr avali val pen compr produt dev inclu mod noturn tel branc daquel jeit prejud vis únic problem culp vend tão demor demal encaminh produt gent esper correi aind esper vend deix esper long aind,positive,sadness
6263ed52-8bef-4198-8f51-e1f5c7501074,Shopee,gost demal compr shope shope produt ótim sempr precis compr alg corr lá ver opç sempr precis melhor preç quas sempr pag tax entreg tud bom facilit hor faz compr gost produt entreg caprich sempr bem embal ador tud fácil compr shope aplic poss diz obrig,positive,happiness
53f31199-5e8b-4516-ad72-c2b08a406350,Shopee,gost dess aplic nel encontr vári produt co roup maqui pet etc preç sup acess cupom descont pod ajud diminu aind val compr total tod entreg cheg dia previst produt tod bem embal ent sim gost shope sup indic qualqu,positive,happiness
a1ad13de-52a9-4f28-bf33-d9862ce4befc,Shopee,interfac design simpl compreend extrem vari produt preç ótim depend produt recom tod app compr utiliz últ temp,positive,happiness
8ae8f47f-1b8c-47e9-9e4e-b840effad5ee,Shopee,aplic pod rápid dem demal entr loj tr demal celul poi únic tr faz compr bom app compr ótim problem lent tr demal,positive,sadness
c0297784-da13-4c5c-8768-8a975125125f,Shopee,apes trav gost usabil app últ seman consegu us abr fech so tod hor tent faz tant cois desinstal instal nov limp cach forc par entr saí cont fiz tud assim continu mesm cois infeliz tá send possível us app,negative,disgust
f35b429b-0397-4eaf-a4bc-f45e1a72bf23,Shopee,app sí ótim fácil acess rastre correi acess vez atualiz ger dúv descr produt avis sobr import risc tax alg atualiz vend internac quer opç form pag cart débit tir após quas ano uso ped app experi send incr,positive,sadness
c46c76e4-779c-4003-99bf-6a4bea53186b,Shopee,app ótim opç compr únic cois chat tud compr entreg individ ex compr lápis loj batom outr cheg tud individ ter lug junt tod ped mesm pesso mand tod junt igual concorr ajud gent mei ambi pens pó dei estrel,positive,sadness
308f0678-67d5-4c31-b88c-f4542d1ab1f2,Shopee,alguém suport pod ver acontec últ compr aplic abr fic pisc tel branc pret desinstal instal nov vár vez nad algum ped caminh precis resolv pens celul tod outr aplic funcion norm ach estranh prim deslog cont deix abr notebook cois proporcion plataf,negative,fear
990b5bad-b27b-4d51-a2f5-09f8ae00e729,Shopee,app bom sempr cheg tud bem embal deix desej algum entreg algum entreg quer vir entreg bairr segund lonj gost encomend cheg bem embal aind garant shope receb produt reembols,positive,sadness
efaf7e87-129f-4c94-97ab-0d55b48c093d,Shopee,shope melhor aplic loj onlin parec vir client vip shope começ fracass segund vez faç compr app fic dia atual aond produt fic dia trânsit cidad centr logís próx atualiz jeit nenhum ador aplic cont transport odi simples horr melhor transport favor né gost perd client vip indign,negative,anger
88ca4bd5-193d-47e7-8705-07e795c1da52,Shopee,hj recompens diár func cheg abreapp pes sempr algum tip bugdifícil app muit bagunç agor cois nunc compr aparec aba compr diz compr nov lojaach ruim pod apag cois compr avali estrel cois vier cert continu aparec aba produt compr gerenci cert ter list negr coloc compr ruim lá,negative,anger
4b9822b3-8c0f-45e4-8fc3-95362eeb97d5,Shopee,sobr rastre entreg algum funcion nenhum loj entreg própr empr entreg ped vão confirm ped entreg send entreg lig client ped assinat nad soment entreg qualqu pesso ver pod receb ped entreg sup mal trein experi client rastr produt própri aplic impossi obt códig horr,negative,anger
f9bec5e0-31cb-4b79-a638-2b546ff92d22,Shopee,experi app incr tod produt compr arrepend nenhum ótim app qu econom gran boa ter divers decor roup tênil tecnolog app retorn dinh cas gost produt vei defeit bom app dá vár loj virtual produt vc qu aind loj indic pod filtr preç produt vc qu compr pod abaix compr,positive,happiness
241f82da-c306-4033-b69b-8c91df39b18d,Shopee,app fácil us pod encontr td cas vestu outr vou reavali estrel cont opç entreg plataform pod dar opç escolh empr realiz entreg nunc problem correi transport sempr acontec algum imprevist tod vez entreg difer rastre,positive,sadness
517e1cb4-c252-449b-ac15-6e93ee698e94,Shopee,surpre preç baix sup recom fiz vár compr app porém dou estrel doi motiv cupom fret grátil limit dem ganh nov cupom ultim desist faz nov compr porqu app bug vc conseg alter form pag conseg adicion nenhum cupom vc selec regress fic únic reclam diss favor concert,positive,sadness
7861530d-e696-4f34-a8cf-d7307f5c2767,Shopee,tav perfeit empr shope entreg cupom fret tud ok aí nad vem tal aduan tal pag tax fic complic compr própri app diz cobranç tax aí agor aparec produt cheg tax pag ent,negative,anger
a43ea812-afba-48ed-ae9f-09f058f7152d,Shopee,otim pequen compr entreg algum produt dem pouc send territori brasil problem pass form pag por cert temp consert falh app apes ter demor,positive,happiness
c3aa19b3-7a91-4703-8b43-639be54c3b37,Shopee,am compr shope receb produt rápid direit vind igual imag descr além tud bem embal vou continu compr poi preç ótim sab barat produt ótim qual aplic fácil us loj tod bem organiz recom shope compr vai ador experi,positive,happiness
0ae40fc8-2828-414b-8588-c3fa3fcbfdea,Shopee,shope alt baix sempr alter avali acord experi moment insatisfeit dem vend post produt ped cancel vár vez dem vend post melhor shope,negative,anger
f0c55bb5-4036-44a4-a34a-07b59bf02dfa,Shopee,sempr compr shopee nunc problem mercad cheg funcion outr falt produt mercad perd transport tod situ reembols rapid poriss qualqu aborrec dou not plataform vou continu compr,positive,happiness
07961e38-a2c1-46e3-80f7-579f76df76a0,Shopee,muit gent reclam aplic lent func chup cabr acess tod dad tod financ agend local compr histór etc explic porqu aplic lent foc vend produt sim peg dad transmit lo sab lá ond,negative,fear
ad64251d-f8b6-4579-b675-7ee5cc7b4e8c,Shopee,produt bom entreg sid rápid entant reembols val fret aind dor cabeç além diss compr aparec entreg padr inform transport fret absurd vez send val acim val produt pens continu compr plataform poi vir comum algum vend envi produt err exig devoluç produt ant dar reembols ultraj,negative,anger
c2e0eef0-2df5-4438-bdc6-80c3b658a31f,Shopee,dem cheg produt faç compr nacion dem quas mê pesso conheç dem assim app selec pesso cheg entreg rápid outr infeliz péss app quest entreg atras entreg entreg produt mão err,negative,anger
5d2bc5cf-99b6-4418-8346-53df9d6dc741,Shopee,péss quisit seguranç alguém usou dad cart cadastr shope tent faz compr aprov porqu limit insufici grand falh seguranç dad shope amém falh seguranç consig adicion fot produt solic reembols ped dua unidad produt envi apen grand falt respeit,negative,anger
e22ee3d3-1182-4588-a23d-1a139c1cd985,Shopee,gost carreg rapid parec pes ilustr atend trê model celul indic pod adquir arrepend,positive,happiness
64cd5cb3-ff64-4a03-9e26-f78f13eaed3f,Shopee,moment sid experi posi gost tud compr it problem consegu devolv reembols gent agor faz compr pag pix cancel devoluç quas imediat muit cupom promoc legal ach legal vend envi praz automatic ped cancel feit devoluç val pag,positive,happiness
8521b189-d6b4-4a48-9585-6514bc7adbd1,Shopee,aplic ate bom porém quas tod compr fiz nel vier problem muit vez nao condiz anúnci ja desist aplic ter pass tod vez problem ter devolv compr algum motiv algum problem defeit muit vez ter paci vend vez parec nao ai,negative,anger
e969493d-4808-4506-9b11-873c6793f1c8,Shopee,bom muit variedad produt receb sempr compr gost cas produt vei err devolv fic rif val reembols shope resolv entr convers deu tud cert,positive,sadness
d793d24f-d82e-45e1-a375-096366235c09,Shopee,boa part app func bem fácil naveg únic problem busc encontr nad dá nenhum mens encontr mostr list aleatór produt opç part moed prêmi di dia lembr acess jog bolh dá págin encontr últ vez jog bolh fic extrem lent obrig fech app reinici nov,positive,sadness
9042ed27-e231-45d2-b4b3-13560469b989,Shopee,app bom além facil bast process compr pass seguranç client precis melhor quest desempenh vez tr pesso conseg clic precis esper algum segund vez fech abr nov app confi desenvolv resolv brev afinal pov qu lucr kkkkk abç,positive,sadness
c9235a5b-6c57-4bbd-aaf2-67afbfd837f0,Shopee,muit variedad produt app tá simples horr dem etern carreg fot avali bug dem abr anúnci produt tá lent,negative,disgust
94b16ff0-5169-459b-a99a-7b16933441c4,Shopee,compr faz ano val produt bem cont únic reclam faz mercad lev temp cheg destin pass vári centr logís sugest mercad pud entreg man rápid tip padr sup rápid cobr pequen tax,positive,sadness
e9baea84-e94d-41b4-adc2-c23988e5fd4a,Shopee,comec compr shope ador iníci experiment ver val pen real compens corret respons sempr receb ant praz preç ótim app func norm fácil acessibil tod pod compr dentr regr garant compr verd not,positive,happiness
6d56a454-a5d8-4674-9527-e596c3bf135c,Shopee,prim ped cheg bem ant previst ótim qual ótim preç parabém indic tod famíl melhor vend pratic val maior produt exist doi val induz compr err propagand engan compr bast temp nest app acab aprend vez aborrec qdo depar doi val,positive,sadness
b914ec19-496e-4219-8fd6-53477d7c6d3e,Shopee,bom produt boa qual bem embal preç var produt cab bols cad sai cont compr shopp entreg sempr cheg dentr praz vez ant praz indic tod baix app comec log compr aproveit bast boa sort,positive,happiness
9b24ef8a-f273-4736-b808-ff790c4f6f9e,Shopee,vici app arrep ter instal variedad enorm dic lei atenç descr produt sempr olh detalh fot víde compr sempr cheg ant praz determin,positive,happiness
2ebc7ae4-84b1-4933-b26e-5caa9c96e0e7,Shopee,sugest shope pod ter func not fiscal eletron igual cert concorr falt seguranc permit compr segur cert produt muit compr fiz falt func talv muit deix compr med inseguranc sobr cert produt algum vend env not fiscal outr env col durex fic imposs tir danific lo,positive,sadness
a08d2eb9-2ba6-4fc2-996b-558bb3735643,Shopee,poss resum pouc palavr shope shope displic burocrá entreg ped entreg dem orr reembols esquec pens cas vc que vend algum cois n plataform so vend cas vc que exclu cont vend tamb exclu usuari compr ridicul n magazin luiz um app cad cois,negative,anger
ef9f28fe-f50b-48a1-837d-12a5540e8201,Shopee,shope melhor consig fret grátil pert endereç simples decid cupom fret grátil vál real sempr deix car ter pag part fret qualqu man ter ilusã cupom serv algum cois melhor shope quer fret grátil,negative,anger
6ba5fb74-2ea9-4079-9d56-6d371b329203,Shopee,app si bom logís horr tod vez compr alg consig rastr porqu inform transport traz pacot rastrei app atras ocorr dem reclam poi chat resolv nad maior vez transport parc vem endereç coloc destinat encontr aí fic urg pacot devolv menos ter vind aqu,negative,anger
6ac7e135-2554-4df7-a2d5-c06726be0327,Shopee,excel fiz vár compr entreg sempr dentr praz excel suport transpar costum sempr olh coment pesso compr algum produt ver qual poi pod confi sempr propagand vend verd coment recom app únic problem tax dess govern maldit impost cheg car produt enfim faç l,positive,sadness
a84b0239-6a73-4a1e-9f85-9abcbd02b70b,Shopee,preç bom porém quest reembols demor complic porém acab us app pq prát cuid golp app esp compr it daí loj cancel entr contat whatsapp ped p faz pag nov via pix enfim perd pix produt,negative,fear
6a2bfdc1-c2f3-4abd-bf22-78099973a876,Shopee,aplic sonh otim produt preç entreg sup rap hj plataform pesadel muit med dia mak receb produt nacion pq internac pag mercad viaj pal ja vai faz mes dat compr aind nao cheg aind us justific alt demand cri plataform cert nao cri esper vend pouc enta col desculp decepç shope,negative,anger
1dc4eff9-2e8d-4414-9bb9-6d509da23e47,Shopee,ador app melhor falt compromet grand maior vend shope dev ter algum cobranç vend relaç respost dúv chat algum vend respond nunc vej boa part reclam descas vend demor nunc respond aind pod melhor tbm relaç serviç entreg sofr x entreg realiz est entreg,positive,sadness
